Kaggle_Classification,Tweet,Original_Manual_Sentiment,Sentiment_v2
Neutral,"How do I tell my kids this was an offside

#World Cup 2022 World Cup 2022 fifa",Negative,Negative
Neutral,"If I am Ecuador, I will keep sending crosses into the box to test the GK again and again #World Cup #World Cup 2022 #Qatar World Cup 2022 #Ecuador vs Qatar",Neutral,Neutral
Neutral,VAR Decision: whatever Qatar wants #World Cup 2022 #Qatar #Ecuador vs Qatar,Negative,Negative
Neutral,In your face Qatar Football Association #World Cup 2022 #Ecuador vs Qatar #Infantino Out #FIFA World Cup,Neutral,Neutral
Neutral,Should be 2-0 #World Cup 2022,Neutral,Neutral
Neutral,Watch A Qatari man distributes Pro-Palestine armbands in the streets of Qatar hours before the start of #World Cup 2022.,Neutral,Neutral
Neutral,"Me trying to know how that goal was offside
#World Cup #World Cup 2022 #FIFA World Cup #Qatar2022 #Qatar #ecoudor #Ecuador",Neutral,Neutral
Neutral,Germany #World Cup 2022,Neutral,Neutral
Neutral,Ecuador scores first in #World Cup 2022 (for real this time),Neutral,Neutral
Neutral,"Remainder, Ecuador is South American

Qatar are having a train ran over them.

A 5-3-2 vs a 4-4-2.

Ecuador is supposed to have this in the bagâ
Enner Valencia was validly offside. Chip technology in the ball.
#World Cup 2022 #FIFA World Cup",Neutral,Neutral
Neutral,Qatar government says offsides on the penalty as well #World Cup 2022,Neutral,Neutral
Neutral,The Ecuador  penalty will probably get ruled out for handball by VAR #World Cup #World Cup 2022,Neutral,Neutral
Neutral,Pretty sure he's offside on the penalty kick #World Cup 2022,Neutral,Neutral
Neutral,What we saw VS what VAR saw #World Cup 2022 #offside,Neutral,Neutral
Neutral,Rule that one out #VAR! Vamos La Tri!!  #World Cup 2022,Neutral,Neutral
Neutral,Be hilarious if VAR called the penalty offside #World Cup 2022,Negative,Negative
Neutral,Waiting for the referees at the #World Cup 2022 to call this penalty kick offside.,Negative,Negative
Neutral,"The referee after being rewarded for giving that ""offside""..#QatarvsEcuador #World Cup 2022",Negative,Negative
Neutral,"For people that do not understand offside. The last man acts as goalkeeper. After that player the Ecuador player is a knees distance ahead of everyone offside. There is no corruption, and it is offside. #World Cup #World Cup 2022",Positive,Positive
Neutral,Penalty got to be #World Cup 2022,Neutral,Neutral
Neutral,"You're making too much sense this Sunday morning, Coach .. #World Cup 2022 #Ecuador vs Qatar",Positive,Positive
Neutral,We can't go to N Dubz on 29th. Never mind get to watch Wales v England instead. Ka ching #World Cup 2022,Neutral,Neutral
Neutral,"Which team are you go to support in 
#FIFA World Cup 
#World Cup 2022  #World Cup

From Sweden",Neutral,Neutral
Neutral,After 10 minutes we finally got the replay and indeed. There was a toe offside. #QATECU #World Cup 2022,Neutral,Neutral
Neutral,VAR every time they are asked if a goal against Qatar stands #World Cup 2022,Neutral,Neutral
Neutral,"Ecuador will have a player sent off in this game.
#QATECU 
#World Cup 2022",Neutral,Neutral
Neutral,"VAR crew checking for offside
#FIFA World Cup 2022 #Qatar 2022 #World Cup 2022",Neutral,Neutral
Neutral,"Let's see who wins
#World Cup #World Cup 2022 #World Cup Qatar 2022",Neutral,Neutral
Neutral,Live footage of the VAR official. #World Cup 2022,Neutral,Neutral
Neutral,"Apparently, this chap has just been filmed inside the VAR room at #FIFA World Cup #World Cup 2022",Neutral,Neutral
Neutral,With those VAR decisions I'm putting money on Qatar to win the #World Cup 2022,Negative,Negative
Neutral,Man.. who's offsides? #World Cup 2022,Neutral,Neutral
Neutral,"#ss football #World Cup 2022 #Qatar2022
In South Africa that's a clear goal, Ecuador will upset the host",Neutral,Neutral
Neutral,#World Cup 2022 Over to the VAR room. No goal #QATECU,Neutral,Neutral
Neutral,Officials bunged to rule that goal offside?  #MOTD #ECUQAT #Ecuador vs Qatar #World Cup 2022 @Gary Lineker,Neutral,Neutral
Neutral,"Football is fast & moving game 
...JiO Cinema be like abhi slow kr deta hu ...
#FIFA World Cup #JioCinema #World Cup 2022",Neutral,Neutral
Neutral,"Would you rather play #World Cup 2022 than watch it?

Here's a video I made for @passion4fm with FIVE #FM23 challenges to try out in-game for #Qatar2022",Neutral,Neutral
Neutral,The VAR official for this match is gonna sign with LIV Golf after the game. #World Cup 2022,Neutral,Neutral
Neutral,"That was a clean goal for Ecuador.

VAR has started.

You can not rule out such clean goal.

#World Cup 2022",Negative,Negative
Neutral,How was that offside? #World Cup 2022,Neutral,Neutral
Neutral,Swear there's a Ecuador player with a yellow oven mit on his hand.  #World Cup 2022 #Qatar2022,Negative,Negative
Neutral,"Offside? 

#World Cup 2022",Negative,Negative
Neutral,Muting #Qatar #World Cup 2022 #World Cup Qatar 2022,Neutral,Neutral
Neutral,Yeah that was well offside.  #World Cup 2022 #Qatar World Cup 2022 #Qatar2022,Negative,Negative
Neutral,Live scenes from the VAR box #World Cup 2022 #QATECU,Neutral,Neutral
Neutral,I hope Ecuador smash 12 past them now and celebrate by bumming each other after each goal #World Cup 2022,Negative,Negative
Neutral,LOL. Not even 10 minutes in and the corruption begins. #Qatar to reach the semis...... #World Cup 2022,Negative,Negative
Neutral,Offside! #QATECU #World Cup 2022,Neutral,Neutral
Neutral,Watch FiFA World Cup 2022 Live Streaming Online:,Neutral,Neutral
Neutral,Bar will be the player of the tournament #World Cup 2022 #Qatar World Cup 2022 #ECUQAT,Neutral,Neutral
Neutral,So Qatar have also bought the referees/VAR it seems #World Cup 2022 #Qatar World Cup 2022 #QATvECU,Negative,Negative
Neutral,Offside must have changed over the years ! Haha what was that #World Cup 2022,Neutral,Neutral
Neutral,Who's offside? #World Cup 2022 #Qatar2022,Neutral,Neutral
Neutral,No way offside! #World Cup 2022,Negative,Negative
Neutral,How was that offside #World Cup 2022,Negative,Negative
Neutral,"Qatar money paying off already, no legitimate reason why that wasn't a goal  #World Cup 2022",Negative,Negative
Neutral,@FOXSports @FOXSoccer where's the graphic for offside? #World Cup 2022,Neutral,Neutral
Neutral,These man got their own offside rule #World Cup 2022,Negative,Negative
Neutral,How was that disallowed? Hmmm I wonder #World Cup 2022 #money talks #QATvECU,Negative,Negative
Neutral,up watching Qatar vs. Ecuador #World Cup 2022 and wtf was that call,Neutral,Neutral
Neutral,"An early goal from Ecuador has been disallowed after a check by referees

Qatar 0-0 Ecuador 

#Qatar2022 #World Cup 2022",Neutral,Neutral
Neutral,VAR referees at the #World Cup 2022 when they heard they're selected for a Qatar game,Neutral,Neutral
Neutral,"Qatar with the referee and VAR
#World Cup #World Cup 2022",Neutral,Neutral
Neutral,And so it begins #World Cup 2022,Negative,Negative
Neutral,"Looks like Qatar have bought VAR as well ffs
#var
#World Cup 2022",Negative,Negative
Neutral,Wait how's that offside??? #World Cup 2022,Negative,Negative
Neutral,So if Qatar concede it's just going to be ruled out anyway? #World Cup 2022,Negative,Negative
Neutral,"Start!!

#World Cup 2022 #Qatar2022",Neutral,Neutral
Neutral,Didn't think it was offsides #World Cup 2022,Neutral,Neutral
Neutral,Brown envelopes having an effect already #World Cup 2022,Negative,Negative
Neutral,"""Look at who we're""
 Closest to my heart 
#World Cup 2022",Neutral,Neutral
Neutral,Where's the offside there? #World Cup 2022,Neutral,Neutral
Neutral,Errmm how was that offside? #World Cup 2022,Negative,Negative
Neutral,The fix is on. How is that offsides? #World Cup 2022,Negative,Negative
Neutral,#World Cup 2022 who's watching?,Neutral,Neutral
Neutral,"Offside?
#World Cup #World Cup 2022 #World Cup Qatar 2022 #WWIII",Negative,Negative
Neutral,"QaVAR 

Going all the way I tell you!! 

#World Cup 2022",Neutral,Neutral
Neutral,"Lol. 
How much did Qatar bride FIFA?

#Ecuador vs Qatar 
#World Cup 
#World Cup 2022",Negative,Negative
Neutral,WHAT ????? #World Cup 2022,Neutral,Neutral
Neutral,#Infantino the #VAR ref today #World Cup 2022 ? #Qatar,Neutral,Neutral
Neutral,That didn't look like an offisde to me. Wow Qatar already getting their ways smh. #FIFA World Cup #World Cup 2022,Negative,Negative
Neutral,Offside! #World Cup 2022,Neutral,Neutral
Neutral,And Valencia puts Ecuador up 1-0 over the host nation (Qatar). And VAR is now being used because of a possible offsides. Replays show no offsides. Goal should stand .. #soccer #World Cup 2022 #Ecuador vs Qatar,Negative,Negative
Neutral,"See the Qataris have been in the pocket of VARâ

#World Cup 2022",Negative,Negative
Neutral,"The bribes have already begun with those Italian Referee's 

#World Cup 2022",Negative,Negative
Neutral,Qatar's goalkeeper learned via zoom #World Cup 2022,Neutral,Neutral
Neutral,Where is the offside? #World Cup #World Cup 2022,Neutral,Neutral
Neutral,Just know Qatar are paying to win this game #World Cup 2022,Negative,Negative
Neutral,Home county tax already at workâ #World Cup 2022,Negative,Negative
Neutral,First game of the world cup 1st goal inside 5mins #World Cup 2022,Neutral,Neutral
Neutral,Offside #World Cup 2022,Neutral,Neutral
Neutral,"And we have a VAR review...

#World Cup 2022",Neutral,Neutral
Neutral,just as i predicted Ecuador gets the first goal of the #World Cup 2022,Neutral,Neutral
Neutral,with the first strike!World Cup 2022,Neutral,Neutral
Neutral,Ecuador take the lead #World Cup 2022,Neutral,Neutral
Neutral,Ecuador got a goal in 3 min _ #World Cup 2022,Neutral,Neutral
Neutral,The celebration and restart may actually take longer than the first goal took to score. #World Cup 2022,Positive,Positive
Neutral,Enner Valencia gets 1st goal of #World Cup 2022. #FIFA World Cup 1-0 Ecuador #QATECU,Neutral,Neutral
Neutral,"Qatar like ""I thought we were supposed to win."" #World Cup 2022â",Negative,Negative
Neutral,Humiliation loaded  #World Cup 2022 #Qatar World Cup 2022 #Qatar vs Ecuador,Negative,Negative
Neutral,Let the games begin #World Cup 2022 #Ecuador #Qatar,Neutral,Neutral
Neutral,"Get in there, now give them a drubbing #World Cup 2022",Positive,Positive
Neutral,"5' Ikooooo

Ener Valencia scores the first goal of the tournament for Ecuador.

#World Cup 2022",Neutral,Neutral
Neutral,"So went for Harry Kane ahead of Lautaro just cuz I wanted flexibility as it's MD1 & also opted for my man Borna Sosa ahead of my fav in Gvardiol(hoping former starts).Still gone for a player who's a differential&got massively overlooked despite being in a easy group
#World Cup 2022",Neutral,Neutral
Neutral,"Here we go.
#FIFA World Cup #World Cup 2022",Neutral,Neutral
Neutral,Some mental tackles going in already #World Cup 2022 #Qatar World Cup 2022,Neutral,Neutral
Neutral,Here we go #World Cup 2022,Neutral,Neutral
Neutral,Here we go then #World Cup 2022,Neutral,Neutral
Neutral,"#F1 is done, time for the #World Cup 2022. How much of a show show will it be?",Neutral,Neutral
Neutral,#World Cup 2022 kicks off with match between #Qatar and #Ecuador,Neutral,Neutral
Neutral,"As it's #World Cup 2022 season
I will predict all games scores each day
Today's 
Qatar 1-3 Ecuador",Neutral,Neutral
Neutral,Who's watching? #World Cup 2022,Neutral,Neutral
Neutral,"If Qatar bribed to get the world cup rights, they could bribe their way to win tonight, match too. Let's see #FIFA World Cup #Qatar World Cup 2022 #World Cup 2022 #FIFA World Cup 2022 #Qatar2022",Negative,Negative
Neutral,Got a feeling this isn't starting with a rendition of Abide with me. #World Cup 2022,Neutral,Neutral
Neutral,"Feels like Qatar - the host country - should find a couple of goals, right #gambling twitter ?
#World Cup 2022 #Ladder Bet #Stiefs Beliefs",Neutral,Neutral
Neutral,"Ready?

#World Cup #World Cup 2022 #Qatar World Cup 2022",Neutral,Neutral
Neutral,It's funny looking at the Qatari players singing the national anthem and most of them are lost #World Cup 2022,Negative,Negative
Neutral,"Fans raise Palestinian flag in World Cup inauguration ceremony.

#Raise Palestine Flag 
#World Cup 2022",Neutral,Neutral
Neutral,"WORLD CUP LFG!!!*

#World Cup 2022 #FIFA World Cup 2022  #FIFA World Cup on FOX #Qatar2022 

*I am aware of the atrocities the Qatari government committed while using migrant slave labor to build the stadiums",Negative,Negative
Neutral,"Qatar vs Ecuador.

First match of #World Cup 2022 

Analysis thread",Neutral,Neutral
Neutral,"#World Cup Fantasy team for MD1
Mbappe as my Twelfth Man, Messi as my first captain. Wildcarding in MD 2. 
What's your team looking like?
#FPL #World Cup 2022 #World Cup",Neutral,Neutral
Neutral,"Needless to say, I'm for #ECU #World Cup 2022",Neutral,Neutral
Neutral,"World Cup Predictions 
Qatar 1-0 Ecuador #World Cup 2022 #predictions",Neutral,Neutral
Neutral,World cup baby! I know a lot of yall ain't fans so i'll keep my football takes to a minimum. syke! #World Cup 2022,Neutral,Neutral
Neutral,"Click the link to watch live game for free 

Qatar v Ecuador
Live:",Neutral,Neutral
Neutral,"The Equador anthem should be the Sash tune.

#World Cup 2022",Neutral,Neutral
Neutral,Turn on the 65 inch and kick up my foot now #World Cup 2022,Neutral,Neutral
Neutral,5 MORE MINUTES UNTIL THE #World Cup 2022,Neutral,Neutral
Neutral,"Qatar World Cup opening ceremony begins at Al-Bayt Stadium. Qatar Emir Sheikh Tamim Bin Hamad Al Thani delivers the opening speech at Al Bayt stadium in Doha. #World Cup Qatar2022 #FIFA World Cup  #World Cup 2022 #Qatar World Cup 2022  #Qatar2022 
",Neutral,Neutral
Neutral,Who wins? #World Cup 2022,Neutral,Neutral
Neutral,Sarmiento sounds like he's from South London  #World Cup 2022,Neutral,Neutral
Neutral,"@FIFAcom World Cup fan's roadshow meppayur- kerala (India)

#FIFA World Cup #Qatar World Cup 2022 #World Cup 2022",Neutral,Neutral
Neutral,"#World Cup 2022 picks. 

Argentina over France (2-1) in the final with the US not advancing out of group stage. 

Ronaldo fans left with no choice, but to acknowledge the greatest ever, Messi.",Neutral,Neutral
Neutral,"With the first #World Cup #World Cup 2022 game set to kick off in less than 15 minutes from now, it's about time to predict 1st & 2nd of each group:
Group A: Netherlands, Senegal
Group B: England, USA
Group C: Argentina, Poland
Group D: Denmark, France",Neutral,Neutral
Neutral,"Bank Builder 

Over 0.5 FHG

2.3 Odds 

#Footy Tips #Tipster #World Cup 2022",Neutral,Neutral
Neutral,"Hey @BBC Sport , when I tune into a #World Cup 2022 broadcast I expect football, not moral lecturing or virtue signalling! #Keep Politics Out Of Football #BBCWorld Cup",Negative,Negative
Neutral,"Fans raise their mobile phones to record the Opening Ceremony viewed on the screen at the FIFA World Cup 2022 Fan Festival in Doha

#Qatar2022 #World Cup 2022 #FIFA World Cup #Opening Ceremony",Neutral,Neutral
Neutral,Bucket list experience! #World Cup 2022,Positive,Positive
Neutral,If England do not win the World Cup - I'd be just as happy if Qatar do. #World Cup 2022 #World Cup,Positive,Positive
Neutral,"Meanwhile, Ecuador make their return to the #World Cup after an 8 year absence!

They have kept 5 straight clean sheets, but have also failed to find the net in 4 of their last 5 games

#World Cup 2022 #QATECU",Neutral,Neutral
Neutral,"#World Cup 2022

Adam being broadcaster host should do some intro into Qatar all stadium for WC n all related stories rather than as usual EPL weekend talk about England team n n other team n asked pundits about irrelevant questioning instead of host venue",Negative,Negative
Neutral,Opening ceremony of #World Cup 2022 (LIVE),Neutral,Neutral
Neutral,it's time to free #Julian Assange #Free Julian Assange #Free Speech #World Cup 2022 #Qatar World Cup 2022,Neutral,Neutral
Neutral,The #World Cup 2022 kicks off in the next 20 minutes! Here are the officials for the opening game at the #FIFA World Cup 2022 #Qatar2022,Neutral,Neutral
Neutral,"Who's watching the World Cup today? 

#World Cup 2022",Neutral,Neutral
Neutral,"BOTH TEAMS TO SCORE: 5 of ECUADOR's last 9 away World Cup games have seen both teams Not Score (55.56%). Both teams have also Not scored in Ecuador's last 6 matches.
=: NO @ 1.72 (8/11)
#FIFA World Cup 2022 #World Cup #World Cup 2022",Neutral,Neutral
Neutral,"Qatar is dependent mainly on immigrants this time, like France in the last world cup. #World Cup 2022 #Qatar vs Ecuador",Negative,Negative
Neutral,"WORLD CUP FINAL
Friday 2nd Decemeber 

( this is the final don't let anyone tell you anything different )
#World Cup 
#World Cup 2022",Neutral,Neutral
Neutral,elon musk It's less about football and more of Islamic event. #FIFA World Cup #FIFA World Cup #Qatar World Cup 2022 #World Cup 2022   #FIFA World Cup 2022,Neutral,Neutral
Neutral,Please let me know how to watch #World Cup 2022 for free without #cable tv.,Neutral,Neutral
Neutral,"#Opening Ceremony World Cup 2022
#World Cup 2022 
Who do you think will win ?",Neutral,Neutral
Neutral,Is that oil or glitter in Ashley William's beard?!  #World Cup 2022,Neutral,Neutral
Neutral,JioCinema @reliancejio Is this seriously how we are going to watch the biggest carnival #World Cup 2022 #FIFA World Cup #FIFA World Cup 2022 #Qatar World Cup 2022,Negative,Negative
Neutral,"
Just as it was BEFORE the #World Cup 2022!!",Neutral,Neutral
Neutral,"Bet £10 on ANY World Cup Match 

Get £30 In Free Bets 

",Neutral,Neutral
Neutral,Sir Anthony Hopkins is the only orator I compare to Morgan Freeman #World Cup 2022,Positive,Positive
Neutral,#World Cup 2022 be the newest craze,Neutral,Neutral
Neutral,"Mnasupport which team
#World Cup 2022 
#World Cup Qatar 2022",Neutral,Neutral
Neutral,"CAN SOMEONE REMOVE THE WATERMARK PLEASE
#Jungkook At FIFA World Cup #JUNGKOOK x FIFA #World Cup 2022 #FIFA World Cup",Neutral,Neutral
Neutral,jungkook #World Cup 2022,Neutral,Neutral
Neutral,What channel was the opening ceremony on?? #World Cup 2022 #World Cup Qatar2022,Neutral,Neutral
Neutral,"Fun fact, the last time a South American Team lost an opening match of a World Cup vs the host was in 1974 when Chile lost to then-West Germany. #World Cup #World Cup 2022 #Mundial 2022 #Mundial Qatar2022",Neutral,Neutral
Neutral,"Maradona Hand Ball goal 1986 World Cup

#World Cup 2022",Neutral,Neutral
Neutral,"Jungkook and Fahad Al-Kubaisi perform the song ""Dreamers"" at the opening of the World Cup

#BTS #BTSQatar #Jung #BTS Jungkook #Qatar #Qatar ARMY #ARMY #BTS ARMY #Jungkookie #Jungkook 97 #BTS ARMY #JUNGKOOK #FIFA World Cup Qatar2022 #FIFA World Cup #World Cup 2022 #Qatar 2022",Neutral,Neutral
Neutral,"Cameroon
USA 
Brazil
England
Japan
Ghana
Switzerland 
France (Cuz of Saliba)
#World Cup 2022",Neutral,Neutral
Neutral,"Let's see what Pub Street, Siem Reap, Cambodia Thinks

#KOF #World Cup #World Cup 2022 #siemreap #Cambodia",Neutral,Neutral
Neutral,Strange clanking noises in the background of the @BBC Sport coverage of the World Cup. Are they still building the stadium? #World Cup #World Cup 2022,Negative,Negative
Neutral,Hang on #World Cup 2022 #World Cup Qatar 2022 #Gianni Infantino #doctor evil,Negative,Negative
Neutral,Stocks for #World Cup 2022,Neutral,Neutral
Neutral,BBC Sport what's with the background noises during the studio chat? #World Cup 2022,Negative,Negative
Neutral,"As the men's #World Cup 2022 kicks-off, take action to score a #Goal for Palestine!

 Join social media storms

 Raise the Palestinian flag

 #Boycott PUMA until @PUMA ends complicity in Israeli apartheid

Sample tweets/images:",Negative,Negative
Neutral,Is that the stadium still being built in the background on the bbc sound? #World Cup 2022,Negative,Negative
Neutral,"Everyone who's country is not in the World Cup, who are you backing? #World Cup 2022",Neutral,Neutral
Neutral,"do we see $btc #Bitcoin going to 12k the next months?

#ronaldo #messi #World Cup 2022 #fifa #World Cup #Etherum #twt #ftx #crypto #NFT #giveaway",Neutral,Neutral
Neutral,We are live at the lugogo hockey grounds for #World Cup 2022,Neutral,Neutral
Neutral,"As we enter a festival of football, we wanted to ignore the non-stop advertising and temptation to gamble, however with this month long tournament we are going to find out

Is it possible to actually beat the bookies?



#World Cup 2022 #Qatar 2022",Neutral,Neutral
Neutral,"Are they gonna release the version of dreamers with Fahad on it on streaming? 
#Jungkook At FIFA World Cup 
#Qatar 2022 
#World Cup 2022 #Dreamers by Jung kook 
#Dreams 2022",Neutral,Neutral
Neutral,"#World Cup group winners parlay
#World Cup 2022 #Gambling Twitter",Neutral,Neutral
Neutral,"We're out and not watching the opening ceremony so I'm only seeing what's tweeted. Question, since I hear everyone is invited, any women on stage speaking? Singing? #World Cup 2022",Negative,Negative
Neutral,"Ah @BBC Sport starts well. 
Not showing opening ceremony.. 
@alan shearer says he hopes it would feel like a world cup soon. 
Yes, only if you guys decide to talk about football. 
#World Cup 2022 

Who else is looking for other sport links already ?",Negative,Negative
Neutral,"BBC broadcasting from the Death Star

#BBCWorldCup @BBCSport #Qatar #FIFA World Cup 2022 #World Cup 2022",Negative,Negative
Neutral,"Qatar vs Ecuador Bet Builder Tip

5/1 pick for today's opening World Cup fixture.

Team to win or draw
Total goals in the match
Ecuador player shot on target
 
See it here

#Qatar #Ecuador #WorldCup2022",Neutral,Neutral
Neutral,"I suppose we're all supporting Ecuador today, right? #World Cup 2022",Neutral,Neutral
Neutral,"Money sweet but getting it be the problem. 

Qatar really prepared for this #World Cup 2022 

#Qatar2022 on MG",Neutral,Neutral
Neutral,"Total costs of hosting FIFA World Cup tournament

2022: $220b
2018: $11.6b
2014: $15b
2010: $3.6b
2006: $4.3b
2002: $7b
1998: $2.3b

(FO Sports) via @theworldindex 

#WC2022 #Quatar2022 #FIFA World Cup #FIFA World Cup 2022 #Qatar World Cup 2022 #World Cup 2022",Neutral,Neutral
Neutral,1 hour to go #World Cup 2022,Neutral,Neutral
Neutral,Seriously why is Morgan freeman here though lmao #World Cup 2022,Neutral,Neutral
Neutral,"Who Are You Backing At The #Qatar World Cup 2022 

Winners: 

Dark Horse: 

Golden Boot:

#World Cup 2022 #Qatar2022 #messi #ronaldo",Neutral,Neutral
Neutral,"Flipped over to FS1...ah, Casper the Flying Turban. #World Cup 2022",Negative,Negative
Neutral,Would've still preferred the goddess Shakira to open the tournament. But I guess tax evasion allegations put a dampener on that. #World Cup 2022,Negative,Negative
Neutral,Jungkook BTS #World Cup 2022 #Piala Dunia2022,Neutral,Neutral
Neutral,The Slave Laborer Ghost is here! #World Cup 2022,Negative,Negative
Neutral,Prediction for the #World Cup 2022 opener between #Qatar & #Ecuador  are all over the place. From an open game (based on other WC opening matches) to a tight low-scoring match. I believe the latter. #Ecuador will eek out a 1-0 victory. Ecuador @ 2.35 as my opening wager. #QATECU,Negative,Negative
Neutral,"The World Cup is here

Who do you think will be the Golden Boot winner?

#World Cup 2022",Neutral,Neutral
Neutral,"Ahead of #World Cup 2022, which gets under way this afternoon, Wiltshire football official Adam Nunn prepared for the high temperatures he will experience in Qatar by doing heat training sessions in the Team Bath #Sports Science lab
",Neutral,Neutral
Neutral,"BREAKING: Morgan Freeman opens FIFA World Cup 2022 
.
.
#morgan freeman #football #World Cup 2022 #qatar 2022 #qatar world cup #FIFA World Cup 2022",Neutral,Neutral
Neutral,Watching #World Cup 2022 open ceremony during connecting flights,Neutral,Neutral
Neutral,"the homage to the older World Cup songs though, wish the camera man panned to Jungkook shaking ass to Waka Waka backstage or something É #World Cup 2022 #Qatar2022",Positive,Positive
Neutral,"The Cere Money 
#World CupQatar2022 #World Cup 2022",Neutral,Neutral
Neutral,Selecting Argentina to win the #World Cup 2022,Neutral,Neutral
Neutral,In Pictures| The #World Cup 2022 kicks off in Qatar with the host country's national soccer team taking on Ecuador at Al-Bayt Stadium.,Neutral,Neutral
Neutral,"2022 FIFA World Cup Opening Ceremony Live Streams Online

#Qatar2022
#FIFA World Cup
#OpeningCeremony
#World Cup 2022

",Neutral,Neutral
Neutral,"HUMAN RIGHTS FOR ALL  

#Qatar2022 #World Cup 2022",Negative,Negative
Neutral,"Was nice of Morgan Freeman to meet one of the stadium workers that got injured last week 
#FIFA World Cup 
#World Cup 2022",Positive,Positive
Neutral,#World Cup 2022 opening ceremony doesn't need any European singers. I support Qatar. lets play football,Positive,Positive
Neutral,"

Closer details

#Qatar World Cup 2022 #Qatar2022 #World Cup 2022 #FIFA #FIFA World Cup 2022 #Oranje #Holland #dutch #Netherlands #ned #knvb #onsoranje",Neutral,Neutral
Neutral,Live camels. #World Cup 2022,Neutral,Neutral
Neutral,"Qatar v Ecuador

Here we go with the best bets!

#World Cup 2022",Neutral,Neutral
Neutral,"Watch this interview before the opening ceremony of the World Cup
#World Cup 2022 
#World Cup",Neutral,Neutral
Neutral,elon musk bloody #World Cup 2022,Negative,Negative
Neutral,Soo who is watching the football today #World Cup #World Cup 2022,Neutral,Neutral
Neutral,I will share every goal in the world cup and I will post live streams for the matches. #World Cup 2022,Neutral,Neutral
Neutral,"Ecuadorian fans inside the Al Bayt Stadium

#FIFA World Cup Qatar2022 #FIFA World Cup #World Cup 2022 #Qatar2022",Neutral,Neutral
Neutral,"AIS Play

#World Cup 2022",Neutral,Neutral
Neutral,"Brock is getting football fever, just like us at Genmar. 

Will this be the year it comes home? 

#World Cup qatar #World Cup 2022 #GenmarIT #ITSupport",Neutral,Neutral
Neutral,IDK BUT I'M STRESSED #Dreamers by Jungkook #World Cup 2022,Neutral,Neutral
Neutral,"Out of 24 FIFA VAR Assistant referees released list for Qatar 2022, 2 African VAR Assistant Referees made it to the list.
#Blaqsport

#fifa #africa #World Cup #World Cup 2022 #qatar 2022 #qatar #qatar world cup #football",Neutral,Neutral
Neutral,NO #alcohol during the #World Cup 2022 ? Here's the #solution,Neutral,Neutral
Neutral,"FIFA 2022 CUP 

Watch Qatar FIFA World Cup 2022 Opening Ceremony Live Streaming Online Free

FIFA 2022 CUP

Jungkook of BTS Band
Omar Montes, Robbie Williams, David Guetta and The Black Eyed Peas.

#FIFA World Cup #World Cup 2022",Neutral,Neutral
Neutral,"MEXC_Global World cup + SENEGAL

#MEXC World Cup 01 #World Cup 2022",Neutral,Neutral
Neutral,"The #World Cup 2022 kicks today!

Also,
Market is crashing
Stack-sat
Stack-eth 
Read Account Abstraction 
Recharge for Monday

#FIFA World Cup #crypto #wagmi",Neutral,Neutral
Neutral,"Predict your Best teams to qualify for the Semi-Final of the #World Cup 2022 

1. ?
2. ?
3. ?
4. ?

#FIFA World Cup 
#Qatar World Cup 2022 
#Qatar2022",Neutral,Neutral
Neutral,"MEXC_Global #MEXC World Cup 01 #World Cup 2022
World Cup #BRAZIL",Neutral,Neutral
Neutral,"The opening ceremony and match of the #World Cup 2022 between #Qatar and #ecuador is followed up by the final of the #ATPFinals.

Watch the events with mates in a Virtual Living Room on the sports channels on our app",Neutral,Neutral
Neutral,"#FIFA World Cup  Controversies surround Qatar ahead of the World Cup

#World Cup 2022 #World Cup ",Neutral,Neutral
Neutral,"Amo esa peli
#World Cup 2022
#JUNGKOOK x FIFA
WORLD CUP DREAMERS BY JK
JUNGKOOK MAKING HISTORY",Neutral,Neutral
Neutral,"Today 20/11/22 _Ù

#World Cup 2022",Neutral,Neutral
Neutral,"The World Cup opening ceremony is less than an hour away! 

Check out our live blog for the latest developments 

#Qatar2022 #World Cup 2022
",Neutral,Neutral
Neutral,Top 10 Oldest Players at #World Cup 2022,Neutral,Neutral
Neutral,"#World Cup 2022 game 1:
#Qatar  v #Ecuador
Preview thread:",Neutral,Neutral
Neutral,"#World Cup Qatar2022
President of Djibouti arrives in Doha to attend the opening ceremony of the FIFA World Cup Qatar 2022, which begins later today at Al Bayt Stadium.
#Freeman News UG.
#Qatar2022
#World Cup 2022",Neutral,Neutral
Neutral,"The atmosphere outside Al Bayt Stadium. 

#FIFA World Cup Qatar 2022 #FIFA World Cup #World Cup 2022 #Qatar2022",Neutral,Neutral
Neutral,"Predicted lineups- FIFA World Cup Fantasy



Predicted Lineups for all 32 teams in the World Cup covered as per the latest news & injury updates


",Neutral,Neutral
Neutral,"My World Cup prediction (thread)..

Round of 16

Netherlands vs USA

Argentina vs Denmark

France vs Mexico

England vs Senegal

Spain vs Croatia

Brazil vs Portugal

Belgium vs Germany

Uruguay vs Serbia

#World Cup 2022 #Qatar World Cup 2022",Neutral,Neutral
Neutral,"Looking back: 2010 #World Cup #had everything for USMNT: a draw with England, a great comeback, dramatic goal at the death, disappointing exit  ",Neutral,Neutral
Neutral,"BTS's Jungkook and the lowdown on him playing today's World Cup opening ceremony

#World Cup 2022 
",Neutral,Neutral
Neutral,"He is not wrong

#Trent | #World Cup 2022",Neutral,Neutral
